week_end,jurisdiction,respiratory_season,inpatient_beds,inpatient_beds_occupied,inpatient_occupancy_pct,icu_beds,icu_beds_occupied,icu_occupancy_pct,covid_new_admissions,flu_new_admissions,rsv_new_admissions,hospitals_reporting_occupancy,hospitals_reporting_occupancy_pct
2025-02-15,Region 6,,94635,68906,72.81,15543,11535,74.21,1053,3943,726,726,75.16
2025-02-15,Region 7,,32057,23163,72.26,4609,3460,75.07,472,2146,371,378,77.46
2025-02-15,Region 8,,25916,17027,65.70,3923,2445,62.32,280,1227,546,304,84.68
2025-02-15,Region 9,,86427,67943,78.61,13278,9433,71.04,1183,3581,1288,496,85.66
2025-02-15,RI,,2133,1780,83.45,245,208,84.90,35,170,24,10,83.33
2025-02-15,SC,,10982,8430,76.76,1470,1204,81.90,147,686,59,66,88.00
2025-02-15,SD,,2454,1747,71.19,346,194,56.07,44,170,28,54,88.52
2025-02-15,TN,,17689,13502,76.33,3067,2181,71.11,266,677,128,116,87.22
2025-02-15,TX,,61525,47159,76.65,10946,8214,75.04,632,2358,399,407,77.82
2025-02-15,USA,,678131,518389,76.44,100729,75280,74.74,10936,43411,7495,4706,82.27
2025-02-15,UT,,6233,4148,66.55,1051,671,63.84,38,201,220,53,94.64
2025-02-15,VA,,16571,11763,70.99,2427,1629,67.12,235,1077,86,83,82.18
2025-02-15,VI,,177,116,65.54,25,19,76.00,0,0,0,2,100.00
2025-02-15,VT,,921,769,83.50,32,23,71.88,21,98,9,11,73.33
2025-02-15,WA,,11330,10006,88.31,1596,1311,82.14,145,647,107,94,96.91
2025-02-15,WI,,10854,8496,78.28,1663,1279,76.91,248,1030,171,136,93.15
2025-02-15,WV,,5389,4286,79.53,759,645,84.98,124,617,86,55,93.22
2025-02-15,WY,,794,325,40.93,71,28,39.44,17,73,33,17,56.67
2025-02-22,AK,,1148,915,79.70,173,117,67.63,10,46,23,16,66.67
2025-02-22,AL,,12261,9634,78.57,2341,1827,78.04,186,283,56,97,97.00
2025-02-22,AR,,8288,4155,50.13,1192,777,65.18,66,263,45,65,70.65
2025-02-22,AS,,,,,,,,,,,0,0.00
2025-02-22,AZ,,13030,10097,77.49,2189,1523,69.58,261,665,453,88,88.89
2025-02-22,CA,,63742,50279,78.88,9675,6864,70.95,691,2060,655,352,88.44
2025-02-22,CO,,12132,7818,64.44,1963,1264,64.39,102,481,279,95,95.00
2025-02-22,CT,,7611,5680,74.63,1144,788,68.88,126,364,40,31,96.88
2025-02-22,DC,,2215,1827,82.48,397,312,78.59,38,60,1,7,63.64
2025-02-22,DE,,1836,1606,87.47,224,197,87.95,23,100,12,8,72.73
2025-02-22,FL,,51154,41077,80.30,6797,5210,76.65,442,1879,290,230,83.33
2025-02-22,GA,,23065,17006,73.73,3634,2767,76.14,237,433,89,126,78.75
2025-02-22,GU,,154,117,75.97,18,8,44.44,1,1,0,1,50.00
2025-02-22,HI,,2529,1965,77.70,289,227,78.55,15,78,10,23,82.14
2025-02-22,IA,,7313,5030,68.78,875,656,74.97,84,390,94,105,86.07
2025-02-22,ID,,2829,2208,78.05,421,326,77.43,26,185,110,41,87.23
2025-02-22,IL,,26516,18747,70.70,3619,2487,68.72,508,1676,313,170,84.58
2025-02-22,IN,,15414,10868,70.51,2577,1823,70.74,327,1455,135,127,89.44
2025-02-22,KS,,6857,4763,69.46,1030,766,74.37,94,418,72,108,75.52
2025-02-22,KY,,11781,8567,72.72,2220,1748,78.74,191,822,92,96,85.71
2025-02-22,LA,,12985,8836,68.05,2003,1362,68.00,146,337,65,135,83.33
2025-02-22,MA,,15531,13479,86.79,1571,1276,81.22,240,1292,124,76,86.36
2025-02-22,MD,,10926,9346,85.54,1515,1259,83.10,182,745,57,45,88.24
2025-02-22,ME,,2914,2437,83.63,413,269,65.13,20,262,18,34,91.89
2025-02-22,MI,,16529,12981,78.53,2319,1822,78.57,430,1531,331,127,81.41
2025-02-22,MN,,9767,7530,77.10,1252,972,77.64,126,365,153,117,87.97
2025-02-22,MO,,13648,10490,76.86,2058,1609,78.18,176,896,147,92,73.60
2025-02-22,MP,,,,,,,,,,,0,0.00
2025-02-22,MS,,6215,4494,72.31,918,610,66.45,76,173,16,77,72.64
2025-02-22,MT,,2547,1726,67.77,269,148,55.02,24,198,53,49,77.78
2025-02-22,NC,,23311,18459,79.19,3816,3046,79.82,353,1156,202,116,85.93
2025-02-22,ND,,2049,1457,71.11,265,197,74.34,32,58,46,46,93.88
2025-02-22,NE,,5142,3275,63.69,679,445,65.54,60,278,78,84,85.71
2025-02-22,NH,,2056,1589,77.29,168,136,80.95,26,171,18,20,76.92
2025-02-22,NJ,,20333,14963,73.59,2785,1873,67.25,347,1205,160,83,97.65
2025-02-22,NM,,4266,2556,59.92,473,353,74.63,54,229,159,35,71.43
2025-02-22,NV,,6962,5156,74.06,1314,856,65.14,33,114,74,40,78.43
2025-02-22,NY,,42459,34594,81.48,5562,4297,77.26,693,1955,373,174,84.47
2025-02-22,OH,,29462,22337,75.82,4649,3489,75.05,517,3087,211,194,91.08
2025-02-22,OK,,7254,5214,71.88,1016,789,77.66,83,399,75,90,64.29
2025-02-22,OR,,7190,5513,76.68,937,721,76.95,63,479,196,53,85.48
2025-02-22,PA,,29133,23104,79.31,4008,3262,81.39,1019,3579,566,194,88.99
2025-02-22,PR,,5133,2412,46.99,383,246,64.23,28,163,58,23,41.82
2025-02-22,Region 1,,30885,25583,82.83,3575,2698,75.47,462,2300,218,181,86.19
2025-02-22,Region 10,,22575,18778,83.18,3155,2515,79.71,289,1359,443,204,88.70
2025-02-22,Region 2,,68102,52087,76.48,8755,6432,73.47,1068,3323,591,282,81.03
2025-02-22,Region 3,,64589,50876,78.77,9157,7157,78.16,1559,5796,789,384,85.14
2025-02-22,Region 4,,156497,121169,77.43,24246,18542,76.47,1841,5721,909,924,84.23
2025-02-22,Region 5,,108941,81260,74.59,16130,11887,73.69,2131,8991,1333,875,88.29
2025-02-22,Region 6,,93274,65744,70.48,15272,10996,72.00,955,3142,665,743,76.84
2025-02-22,Region 7,,32960,23558,71.47,4642,3476,74.88,414,1982,391,389,79.71
2025-02-22,Region 8,,26370,17111,64.89,3982,2505,62.91,280,1125,674,317,88.30
2025-02-22,Region 9,,86417,67614,78.24,13485,9478,70.29,1001,2918,1192,504,86.90
2025-02-22,RI,,1850,1617,87.41,248,205,82.66,36,131,11,9,75.00
2025-02-22,SC,,11614,8993,77.43,1505,1198,79.60,134,473,75,69,92.00
2025-02-22,SD,,2512,1779,70.82,348,188,54.02,42,109,34,54,88.52
2025-02-22,TN,,17096,12939,75.68,3015,2136,70.85,222,502,89,113,84.96
2025-02-22,TX,,60481,44983,74.38,10588,7715,72.87,606,1914,321,418,79.77
2025-02-22,USA,,690610,523780,75.84,102399,75686,73.91,10000,36657,7205,4803,83.95
2025-02-22,UT,,6203,3947,63.63,1057,673,63.67,60,180,205,53,94.64
2025-02-22,VA,,15192,10673,70.25,2242,1474,65.74,189,685,55,77,76.24
2025-02-22,VI,,177,118,66.67,25,16,64.00,0,0,0,2,100.00
2025-02-22,VT,,923,781,84.62,31,24,77.42,14,80,7,11,73.33
2025-02-22,WA,,11408,10142,88.90,1624,1351,83.19,190,649,114,94,96.91
2025-02-22,WI,,11253,8797,78.17,1714,1294,75.50,223,877,190,140,95.89
2025-02-22,WV,,5287,4320,81.71,771,653,84.70,108,627,98,53,89.83
2025-02-22,WY,,927,384,41.42,80,35,43.75,20,99,57,20,66.67
2025-03-01,AK,,1147,895,78.03,179,115,64.25,19,51,21,17,70.83
2025-03-01,AL,,12080,9358,77.47,2351,1793,76.27,209,325,45,96,96.00
2025-03-01,AR,,9152,5254,57.41,1339,914,68.26,102,340,52,71,77.17
2025-03-01,AS,,,,,,,,,,,0,0.00
2025-03-01,AZ,,13076,10299,78.76,2198,1551,70.56,278,616,344,88,88.89
2025-03-01,CA,,61126,47888,78.34,9489,6771,71.36,615,1308,533,328,82.41
2025-03-01,CO,,12220,7842,64.17,1992,1298,65.16,81,381,254,97,97.00
2025-03-01,CT,,7688,5626,73.18,1159,833,71.87,118,278,31,32,100.00
2025-03-01,DC,,2573,2203,85.62,547,446,81.54,25,113,2,8,72.73
2025-03-01,DE,,1880,1652,87.87,231,205,88.74,23,88,11,9,81.82
2025-03-01,FL,,50515,39856,78.90,6789,5190,76.45,435,1452,245,229,82.97
2025-03-01,GA,,21886,16743,76.50,3393,2647,78.01,235,399,75,123,76.88
2025-03-01,GU,,154,130,84.42,18,9,50.00,0,0,0,1,50.00
2025-03-01,HI,,2400,1877,78.21,285,227,79.65,17,60,17,21,75.00
2025-03-01,IA,,7403,5177,69.93,912,687,75.33,73,336,99,107,87.70
2025-03-01,ID,,2787,2075,74.45,388,284,73.20,30,122,86,43,91.49
2025-03-01,IL,,26154,18872,72.16,3500,2472,70.63,440,1235,299,166,83.42
2025-03-01,IN,,16894,12357,73.14,2802,2047,73.05,273,1139,190,132,92.96
2025-03-01,KS,,6661,4818,72.33,1020,796,78.04,106,290,110,115,80.42
2025-03-01,KY,,11770,8546,72.61,2263,1792,79.19,199,714,79,99,88.39
2025-03-01,LA,,12775,8272,64.75,2022,1371,67.80,159,362,54,133,82.10
2025-03-01,MA,,15834,13823,87.30,1618,1340,82.82,252,1062,83,78,88.64
2025-03-01,MD,,10754,9261,86.12,1494,1254,83.94,151,493,32,46,90.20
2025-03-01,ME,,2599,2166,83.34,381,249,65.35,9,196,23,32,86.49
2025-03-01,MI,,15802,12693,80.33,2275,1828,80.35,371,1330,340,128,82.05
2025-03-01,MN,,9410,7320,77.79,1203,939,78.05,106,251,169,111,83.46
2025-03-01,MO,,16343,13353,81.70,2685,2214,82.46,185,852,166,104,83.87
2025-03-01,MP,,,,,,,,,,,0,0.00
2025-03-01,MS,,6883,4819,70.01,1016,659,64.86,79,148,25,82,77.36
2025-03-01,MT,,2444,1617,66.16,250,125,50.00,18,180,58,50,79.37
2025-03-01,NC,,22679,18132,79.95,3795,3031,79.87,345,857,208,113,83.70
2025-03-01,ND,,1939,1405,72.46,237,175,73.84,27,47,52,44,89.80
2025-03-01,NE,,5421,3609,66.57,783,486,62.07,41,189,86,87,88.78
2025-03-01,NH,,2325,1941,83.48,149,128,85.91,39,174,19,24,92.31
2025-03-01,NJ,,20436,15401,75.36,2816,1909,67.79,339,938,156,84,98.82
2025-03-01,NM,,4219,2622,62.15,463,316,68.25,32,170,153,35,71.43
2025-03-01,NV,,6922,5214,75.33,1324,903,68.20,43,94,72,39,76.47
2025-03-01,NY,,42727,35396,82.84,5598,4394,78.49,722,1527,276,178,86.41
2025-03-01,OH,,29101,22293,76.61,4661,3524,75.61,480,2442,166,195,91.55
2025-03-01,OK,,10046,7444,74.10,1410,1081,76.67,110,314,121,116,82.86
2025-03-01,OR,,6596,5174,78.44,819,689,84.13,47,293,111,46,74.19
2025-03-01,PA,,28832,23167,80.35,4017,3217,80.08,945,2997,489,193,88.53
2025-03-01,PR,,5133,2853,55.58,395,275,69.62,44,192,27,24,43.64
2025-03-01,Region 1,,31312,26007,83.06,3654,2844,77.83,445,1865,180,188,89.52
2025-03-01,Region 10,,21909,18216,83.14,2998,2432,81.12,218,883,320,199,86.52
2025-03-01,Region 2,,68473,53748,78.50,8834,6591,74.61,1105,2657,459,288,82.76
2025-03-01,Region 3,,66786,53215,79.68,9584,7481,78.06,1504,4877,679,405,89.80
2025-03-01,Region 4,,156533,120722,77.12,24317,18486,76.02,1934,4850,804,935,85.23
2025-03-01,Region 5,,108701,82579,75.97,16154,12119,75.02,1860,7170,1387,873,88.27
2025-03-01,Region 6,,98660,70010,70.96,16319,11859,72.67,1059,2667,710,776,80.25
2025-03-01,Region 7,,35828,26957,75.24,5400,4183,77.46,405,1667,461,413,84.80
2025-03-01,Region 8,,26212,17008,64.89,3967,2463,62.09,197,861,651,322,89.94
2025-03-01,Region 9,,83678,65408,78.17,13314,9461,71.06,953,2078,966,477,82.24
2025-03-01,RI,,1889,1655,87.61,252,210,83.33,16,91,19,9,75.00
2025-03-01,SC,,11566,8973,77.58,1504,1178,78.32,173,430,50,69,92.00
2025-03-01,SD,,2573,1835,71.32,354,183,51.69,18,85,39,56,91.80
2025-03-01,TN,,19154,14295,74.63,3206,2196,68.50,259,525,77,124,93.23
2025-03-01,TX,,62468,46418,74.31,11085,8177,73.77,656,1481,330,421,80.34
2025-03-01,USA,,698092,533870,76.48,104541,77919,74.53,9680,29575,6617,4876,85.29
2025-03-01,UT,,6276,4072,64.88,1065,658,61.78,48,122,211,55,98.21
2025-03-01,VA,,17522,12825,73.19,2533,1702,67.19,258,678,70,91,90.10
2025-03-01,VI,,177,98,55.37,25,13,52.00,0,0,0,2,100.00
2025-03-01,VT,,977,796,81.47,95,84,88.42,11,64,5,13,86.67
2025-03-01,WA,,11379,10072,88.51,1612,1344,83.37,122,417,102,93,95.88
2025-03-01,WI,,11340,9044,79.75,1713,1309,76.42,190,773,223,141,96.58
2025-03-01,WV,,5225,4107,78.60,762,657,86.22,102,508,75,58,98.31
2025-03-01,WY,,760,237,31.18,69,24,34.78,5,46,37,20,68.97
2025-03-08,AK,,1117,888,79.50,182,117,64.29,14,51,13,16,66.67
2025-03-08,AL,,12402,9623,77.59,2373,1792,75.52,239,315,42,97,97.00
2025-03-08,AR,,9824,5568,56.68,1448,994,68.65,93,316,45,80,86.96
2025-03-08,AS,,,,,,,,,,,0,0.00
2025-03-08,AZ,,13966,10572,75.70,2200,1505,68.41,224,464,299,88,88.89
2025-03-08,CA,,62478,48178,77.11,9470,6621,69.92,597,992,416,354,88.94
2025-03-08,CO,,12184,7747,63.58,2007,1236,61.58,95,310,226,96,96.00
2025-03-08,CT,,7489,5418,72.35,1064,757,71.15,84,187,37,31,96.88
2025-03-08,DC,,2913,2374,81.50,590,478,81.02,32,112,6,10,90.91
2025-03-08,DE,,1877,1613,85.94,232,202,87.07,35,55,13,9,81.82
2025-03-08,FL,,51530,40701,78.99,6999,5378,76.84,377,1205,223,242,87.36
2025-03-08,GA,,23288,17203,73.87,3654,2786,76.25,273,381,75,131,81.88
2025-03-08,GU,,293,266,90.78,32,20,62.50,0,0,0,2,100.00
2025-03-08,HI,,2290,1764,77.03,263,202,76.81,15,60,9,22,78.57
2025-03-08,IA,,7269,5040,69.34,896,667,74.44,70,256,64,106,86.89
2025-03-08,ID,,2364,1678,70.98,340,220,64.71,30,47,45,41,87.23
2025-03-08,IL,,26871,19171,71.34,3675,2550,69.39,434,923,249,174,87.44
2025-03-08,IN,,17058,12263,71.89,2932,2108,71.90,235,867,132,134,94.37
2025-03-08,KS,,6914,4945,71.52,1050,790,75.24,103,245,91,112,78.32
2025-03-08,KY,,12095,8737,72.24,2305,1819,78.92,177,581,48,102,91.07
2025-03-08,LA,,13267,8501,64.08,2049,1372,66.96,149,398,49,151,93.21
2025-03-08,MA,,15912,13669,85.90,1625,1327,81.66,220,744,74,80,90.91
2025-03-08,MD,,10777,9066,84.12,1514,1203,79.46,130,345,32,47,92.16
2025-03-08,ME,,2962,2479,83.69,417,275,65.95,17,200,22,36,94.74
2025-03-08,MI,,13987,10739,76.78,1789,1357,75.85,299,972,204,128,82.05
2025-03-08,MN,,10060,7711,76.65,1263,983,77.83,111,194,193,124,93.23
2025-03-08,MO,,16463,13339,81.02,2691,2167,80.53,203,684,161,108,87.10
2025-03-08,MP,,,,,,,,,,,0,0.00
2025-03-08,MS,,7813,5518,70.63,1173,714,60.87,102,172,29,91,85.85
2025-03-08,MT,,2415,1602,66.34,235,114,48.51,19,135,49,49,77.78
2025-03-08,NC,,23034,18468,80.18,3818,2992,78.37,353,788,182,118,87.41
2025-03-08,ND,,2066,1484,71.83,264,198,75.00,27,31,43,45,91.84
2025-03-08,NE,,5326,3491,65.55,852,526,61.74,52,147,80,87,88.78
2025-03-08,NH,,2372,1913,80.65,159,131,82.39,35,119,9,24,92.31
2025-03-08,NJ,,20331,14815,72.87,2802,1837,65.56,316,606,133,83,97.65
2025-03-08,NM,,4371,2653,60.70,485,367,75.67,32,169,160,38,77.55
2025-03-08,NV,,7071,5185,73.33,1325,893,67.40,31,78,58,43,84.31
2025-03-08,NY,,43378,35576,82.01,5707,4417,77.40,729,1228,328,182,88.35
2025-03-08,OH,,29373,22185,75.53,4723,3533,74.80,454,1872,181,196,92.02
2025-03-08,OK,,8563,6275,73.28,1229,921,74.94,87,192,83,107,76.43
2025-03-08,OR,,7013,5482,78.17,860,698,81.16,52,198,129,52,83.87
2025-03-08,PA,,29025,22674,78.12,4043,3134,77.52,812,2339,494,197,90.37
2025-03-08,PR,,7371,4235,57.45,586,397,67.75,96,245,27,35,63.64
2025-03-08,Region 1,,31554,25815,81.81,3610,2775,76.87,396,1358,173,193,91.47
2025-03-08,Region 10,,21912,17829,81.37,3023,2396,79.26,189,540,289,204,88.70
2025-03-08,Region 2,,71256,54725,76.80,9120,6666,73.09,1141,2079,488,302,86.78
2025-03-08,Region 3,,66918,52174,77.97,9751,7341,75.28,1330,3816,683,411,91.13
2025-03-08,Region 4,,160668,123171,76.66,24982,18772,75.14,2000,4323,717,975,88.80
2025-03-08,Region 5,,108837,81015,74.44,16117,11846,73.50,1698,5325,1143,898,90.80
2025-03-08,Region 6,,97300,69329,71.25,16108,11640,72.26,994,2201,639,801,82.75
2025-03-08,Region 7,,35972,26815,74.54,5489,4150,75.61,428,1332,396,413,84.80
2025-03-08,Region 8,,25253,16271,64.43,3834,2365,61.68,232,687,595,320,89.14
2025-03-08,Region 9,,86098,65965,76.62,13290,9241,69.53,867,1594,782,509,87.76
2025-03-08,RI,,1843,1563,84.81,254,211,83.07,29,65,18,9,75.00
2025-03-08,SC,,11704,8931,76.31,1527,1146,75.05,206,404,42,70,93.33
2025-03-08,SD,,1919,1290,67.22,234,148,63.25,21,51,49,56,91.80
2025-03-08,TN,,18802,13990,74.41,3133,2145,68.46,273,477,76,124,93.23
2025-03-08,TX,,61275,46332,75.61,10897,7986,73.29,633,1126,302,425,80.95
2025-03-08,USA,,705768,533109,75.54,105324,77192,73.29,9275,23255,5905,5026,87.85
2025-03-08,UT,,5956,3895,65.40,1015,649,63.94,57,121,169,54,96.43
2025-03-08,VA,,17198,12267,71.33,2600,1687,64.88,232,517,63,91,90.10
2025-03-08,VI,,176,99,56.25,25,15,60.00,0,0,0,2,100.00
2025-03-08,VT,,976,773,79.20,91,74,81.32,11,43,13,13,86.67
2025-03-08,WA,,11418,9781,85.66,1641,1361,82.94,93,244,102,95,97.94
2025-03-08,WI,,11488,8946,77.87,1735,1315,75.79,165,497,184,142,97.26
2025-03-08,WV,,5128,4180,81.51,772,637,82.51,89,448,75,57,96.61
2025-03-08,WY,,713,253,35.48,79,20,25.32,13,39,59,20,66.67
2025-03-15,AK,,1176,911,77.47,176,126,71.59,21,32,12,18,75.00
2025-03-15,AL,,12435,9638,77.51,2385,1785,74.84,247,273,43,98,98.00
2025-03-15,AR,,9277,5149,55.50,1357,914,67.35,91,206,44,73,79.35
2025-03-15,AS,,151,79,52.32,9,5,55.56,4,4,8,1,100.00
2025-03-15,AZ,,13952,10533,75.49,2184,1505,68.91,174,358,278,89,89.90
2025-03-15,CA,,64473,49720,77.12,9730,6776,69.64,565,953,368,362,90.95
2025-03-15,CO,,12135,7888,65.00,1963,1299,66.17,103,212,177,95,95.00
2025-03-15,CT,,7418,5378,72.50,1120,770,68.75,78,147,26,31,96.88
2025-03-15,DC,,2900,2326,80.21,591,461,78.00,31,92,4,10,90.91
2025-03-15,DE,,1882,1616,85.87,232,201,86.64,41,45,10,9,81.82
2025-03-15,FL,,53847,42687,79.27,7259,5509,75.89,436,1035,216,249,89.89
2025-03-15,GA,,23209,17738,76.43,3647,2791,76.53,293,347,70,133,83.13
2025-03-15,GU,,154,133,86.36,18,9,50.00,0,1,0,1,50.00
2025-03-15,HI,,2162,1652,76.41,256,186,72.66,7,54,10,22,78.57
2025-03-15,IA,,7456,5085,68.20,896,651,72.66,51,184,76,109,89.34
2025-03-15,ID,,2898,2204,76.05,403,319,79.16,28,99,68,45,95.74
2025-03-15,IL,,26870,19204,71.47,3621,2558,70.64,440,669,237,168,84.42
2025-03-15,IN,,17008,12158,71.48,2815,1941,68.95,240,574,146,135,95.07
2025-03-15,KS,,6617,4581,69.23,1021,799,78.26,62,152,84,105,73.43
2025-03-15,KY,,12399,9004,72.62,2382,1847,77.54,172,481,72,100,89.29
2025-03-15,LA,,10346,6888,66.58,1485,1019,68.62,136,245,34,126,77.78
2025-03-15,MA,,11377,9686,85.14,1163,914,78.59,128,369,62,64,72.73
2025-03-15,MD,,10767,9082,84.35,1511,1205,79.75,130,265,17,46,90.20
2025-03-15,ME,,2947,2463,83.58,425,275,64.71,17,115,22,36,94.74
2025-03-15,MI,,13198,10115,76.64,1723,1329,77.13,221,704,177,124,79.49
2025-03-15,MN,,9983,7555,75.68,1254,943,75.20,113,158,167,124,93.23
2025-03-15,MO,,13948,11037,79.13,2132,1648,77.30,135,316,119,96,77.42
2025-03-15,MP,,,,,,,,,,,0,0.00
2025-03-15,MS,,7501,5269,70.24,1062,687,64.69,128,180,38,82,77.36
2025-03-15,MT,,2705,1800,66.54,282,161,57.09,21,112,66,54,85.71
2025-03-15,NC,,23908,18779,78.55,3954,3144,79.51,379,662,162,123,91.11
2025-03-15,ND,,2169,1601,73.81,278,190,68.35,31,36,43,47,95.92
2025-03-15,NE,,5410,3401,62.87,782,457,58.44,38,80,72,89,90.82
2025-03-15,NH,,2687,2101,78.19,177,130,73.45,26,79,23,26,100.00
2025-03-15,NJ,,20306,14851,73.14,2798,1805,64.51,297,460,110,83,97.65
2025-03-15,NM,,4317,2729,63.22,465,352,75.70,19,137,89,37,75.51
2025-03-15,NV,,7220,5336,73.91,1371,904,65.94,33,87,59,45,88.24
2025-03-15,NY,,43400,35591,82.01,5625,4350,77.33,704,1084,251,180,87.38
2025-03-15,OH,,29612,22165,74.85,4800,3537,73.69,392,1315,189,200,93.90
2025-03-15,OK,,8251,6170,74.78,1140,871,76.40,95,105,59,100,71.43
2025-03-15,OR,,7367,5633,76.46,941,713,75.77,46,185,107,55,88.71
2025-03-15,PA,,29281,22729,77.62,4079,3149,77.20,712,1595,402,199,91.28
2025-03-15,PR,,7186,4008,55.78,474,324,68.35,94,333,31,36,65.45
2025-03-15,Region 1,,27384,22092,80.67,3234,2369,73.25,283,799,155,181,85.78
2025-03-15,Region 10,,22815,18504,81.10,3140,2500,79.62,194,508,277,214,93.04
2025-03-15,Region 2,,71068,54555,76.76,8922,6490,72.74,1095,1878,392,301,86.49
2025-03-15,Region 3,,68245,52783,77.34,9835,7428,75.53,1187,2855,574,414,91.80
2025-03-15,Region 4,,163962,126266,77.01,25398,19080,75.12,2079,3705,706,981,89.34
2025-03-15,Region 5,,108177,80020,73.97,15952,11586,72.63,1552,3742,1075,896,90.60
2025-03-15,Region 6,,94503,67275,71.19,15488,11129,71.86,937,1556,506,766,79.05
2025-03-15,Region 7,,33431,24104,72.10,4831,3555,73.59,286,732,351,399,81.93
2025-03-15,Region 8,,26791,17627,65.79,4040,2577,63.79,226,528,518,331,92.20
2025-03-15,Region 9,,88112,67453,76.55,13568,9385,69.17,783,1457,723,520,89.66
2025-03-15,RI,,1955,1709,87.42,254,205,80.71,24,57,14,10,83.33
2025-03-15,SC,,11554,8837,76.48,1518,1157,76.22,159,266,39,70,93.33
2025-03-15,SD,,2680,1907,71.16,362,185,51.10,10,26,46,60,98.36
2025-03-15,TN,,19109,14314,74.91,3191,2160,67.69,265,461,66,126,94.74
2025-03-15,TX,,62312,46339,74.37,11041,7973,72.21,596,863,280,430,81.75
2025-03-15,USA,,704488,530679,75.33,104408,76099,72.89,8622,17760,5277,5003,87.43
2025-03-15,UT,,6212,4078,65.65,1065,705,66.20,41,102,133,54,96.43
2025-03-15,VA,,18118,12664,69.90,2691,1783,66.26,212,511,50,91,90.10
2025-03-15,VI,,176,105,59.66,25,11,44.00,0,1,0,2,100.00
2025-03-15,VT,,1000,755,75.50,95,75,78.95,10,32,8,14,93.33
2025-03-15,WA,,11374,9756,85.77,1620,1342,82.84,99,192,90,96,98.97
2025-03-15,WI,,11506,8823,76.68,1739,1278,73.49,146,322,159,145,99.32
2025-03-15,WV,,5297,4366,82.42,731,629,86.05,61,347,91,59,100.00
2025-03-15,WY,,890,353,39.66,90,37,41.11,20,40,53,21,70.00
2025-03-22,AK,,754,542,71.88,118,56,47.46,7,9,10,12,50.00
2025-03-22,AL,,12431,9545,76.78,2348,1774,75.55,232,193,38,97,97.00
2025-03-22,AR,,9262,5081,54.86,1330,878,66.02,34,137,37,70,76.09
2025-03-22,AS,,151,75,49.67,9,2,22.22,1,3,8,1,100.00
2025-03-22,AZ,,14136,10682,75.57,2212,1504,67.99,192,305,153,89,89.90
2025-03-22,CA,,60365,46480,77.00,9363,6584,70.32,454,629,316,341,85.68
2025-03-22,CO,,10593,6898,65.12,1737,1143,65.80,66,151,147,86,86.00
2025-03-22,CT,,7508,5348,71.23,1068,708,66.29,79,118,25,31,96.88
2025-03-22,DC,,2559,2111,82.49,549,421,76.68,19,64,1,8,72.73
2025-03-22,DE,,1879,1591,84.67,232,190,81.90,25,33,13,9,81.82
2025-03-22,FL,,54345,42497,78.20,7690,5695,74.06,380,859,220,247,89.49
2025-03-22,GA,,23006,17318,75.28,3622,2784,76.86,273,232,44,129,80.63
2025-03-22,GU,,,,,,,,,,,0,0.00
2025-03-22,HI,,2409,1774,73.64,289,210,72.66,16,34,8,23,82.14
2025-03-22,IA,,7345,4861,66.18,895,637,71.17,43,98,60,108,88.52
2025-03-22,ID,,2827,2097,74.18,386,286,74.09,27,83,46,41,87.23
2025-03-22,IL,,27613,19358,70.10,3839,2524,65.75,358,495,211,179,89.95
2025-03-22,IN,,17208,12082,70.21,2938,2007,68.31,207,393,95,137,96.48
2025-03-22,KS,,6427,4611,71.74,1011,774,76.56,46,115,59,110,76.92
2025-03-22,KY,,12121,8551,70.55,2347,1762,75.07,125,347,57,98,87.50
2025-03-22,LA,,13507,9057,67.05,2109,1459,69.18,171,325,48,148,90.80
2025-03-22,MA,,15027,12759,84.91,1519,1190,78.34,151,288,44,75,85.23
2025-03-22,MD,,11009,9183,83.41,1514,1194,78.86,147,198,21,47,92.16
2025-03-22,ME,,2395,1893,79.04,292,218,74.66,6,74,17,30,78.95
2025-03-22,MI,,15669,12278,78.36,2152,1677,77.93,332,790,177,130,83.33
2025-03-22,MN,,9931,7464,75.16,1216,912,75.00,76,182,140,122,91.73
2025-03-22,MO,,13871,10737,77.41,2135,1653,77.42,136,247,117,99,79.84
2025-03-22,MP,,86,46,53.49,6,3,50.00,1,0,0,1,100.00
2025-03-22,MS,,7510,5145,68.51,1118,716,64.04,76,101,23,83,78.30
2025-03-22,MT,,2415,1532,63.44,254,132,51.97,18,81,49,51,80.95
2025-03-22,NC,,22978,18127,78.89,3818,2985,78.18,351,410,129,116,85.93
2025-03-22,ND,,2168,1563,72.09,276,168,60.87,20,24,39,47,95.92
2025-03-22,NE,,5178,3313,63.98,837,541,64.64,21,58,66,87,88.78
2025-03-22,NH,,2370,1837,77.51,158,110,69.62,25,48,19,25,96.15
2025-03-22,NJ,,20352,14709,72.27,2835,1783,62.89,310,344,101,83,97.65
2025-03-22,NM,,4234,2601,61.43,462,355,76.84,24,101,63,35,71.43
2025-03-22,NV,,7072,5176,73.19,1340,868,64.78,38,80,48,42,82.35
2025-03-22,NY,,44030,35944,81.64,5765,4370,75.80,772,872,238,183,88.83
2025-03-22,OH,,27456,20022,72.92,4543,3201,70.46,315,715,176,183,85.92
2025-03-22,OK,,8179,5624,68.76,1118,826,73.88,80,61,36,99,70.71
2025-03-22,OR,,5659,4005,70.77,765,544,71.11,25,85,74,43,69.35
