week_end,jurisdiction,respiratory_season,inpatient_beds,inpatient_beds_occupied,inpatient_occupancy_pct,icu_beds,icu_beds_occupied,icu_occupancy_pct,covid_new_admissions,flu_new_admissions,rsv_new_admissions,hospitals_reporting_occupancy,hospitals_reporting_occupancy_pct
2026-06-13,AR,2025-2026,8029,4511,56.18,1192,808,67.79,3,1,9,57,61.96
2026-06-13,AS,2025-2026,,,,,,,,,,0,0.00
2026-06-13,AZ,2025-2026,13085,8828,67.47,2244,1314,58.56,23,17,6,85,85.86
2026-06-13,CA,2025-2026,55589,43224,77.76,9429,6226,66.03,126,113,29,306,76.69
2026-06-13,CO,2025-2026,12121,7269,59.97,2046,1193,58.31,8,4,4,83,83.00
2026-06-13,CT,2025-2026,8000,5325,66.56,1097,756,68.92,3,3,4,30,93.75
2026-06-13,DC,2025-2026,2720,2189,80.48,551,448,81.31,0,4,1,9,81.82
2026-06-13,DE,2025-2026,2075,1797,86.60,248,207,83.47,2,1,2,8,72.73
2026-06-13,FL,2025-2026,47689,36526,76.59,6433,4564,70.95,121,92,84,221,79.50
2026-06-13,GA,2025-2026,20863,16244,77.86,3445,2521,73.18,22,8,15,120,75.00
2026-06-13,GU,2025-2026,375,326,86.93,32,27,84.38,4,0,0,2,100.00
2026-06-13,HI,2025-2026,2123,1619,76.26,278,212,76.26,6,5,11,22,78.57
2026-06-13,IA,2025-2026,6882,4522,65.71,848,589,69.46,4,2,3,95,77.24
2026-06-13,ID,2025-2026,1875,1347,71.84,286,213,74.48,0,1,1,28,59.57
2026-06-13,IL,2025-2026,23908,17798,74.44,3582,2423,67.64,11,7,8,143,72.22
2026-06-13,IN,2025-2026,15859,10909,68.79,2747,1933,70.37,9,9,10,128,89.51
2026-06-13,KS,2025-2026,6269,4341,69.25,988,714,72.27,4,2,6,88,60.69
2026-06-13,KY,2025-2026,10246,7011,68.43,1553,1118,71.99,6,1,13,81,72.32
2026-06-13,LA,2025-2026,12343,8028,65.04,1942,1247,64.21,30,21,9,130,79.27
2026-06-13,MA,2025-2026,17515,14420,82.33,1850,1413,76.38,8,3,4,86,95.56
2026-06-13,MD,2025-2026,9346,7496,80.21,1383,1029,74.40,4,12,6,37,72.55
2026-06-13,ME,2025-2026,2032,1567,77.12,247,169,68.42,2,0,1,25,67.57
2026-06-13,MI,2025-2026,20190,15918,78.84,3006,2219,73.82,10,5,19,131,83.97
2026-06-13,MN,2025-2026,10954,8613,78.63,1396,1055,75.57,8,3,5,116,87.88
2026-06-13,MO,2025-2026,12758,9612,75.34,1851,1344,72.61,4,16,7,89,71.77
2026-06-13,MP,2025-2026,86,53,61.63,7,6,85.71,1,0,1,1,100.00
2026-06-13,MS,2025-2026,8596,5519,64.20,1256,740,58.92,9,4,4,85,80.95
2026-06-13,MT,2025-2026,2590,1751,67.61,271,162,59.78,1,5,4,50,79.37
2026-06-13,NC,2025-2026,24609,19027,77.32,3734,2776,74.34,49,10,33,124,91.85
2026-06-13,ND,2025-2026,1917,1381,72.04,297,192,64.65,0,3,6,38,79.17
2026-06-13,NE,2025-2026,4965,3101,62.46,843,542,64.29,1,0,3,74,75.51
2026-06-13,NH,2025-2026,2404,1758,73.13,249,183,73.49,3,1,3,25,96.15
2026-06-13,NJ,2025-2026,20163,14268,70.76,2790,1644,58.92,40,21,15,82,96.47
2026-06-13,NM,2025-2026,4612,2589,56.14,456,267,58.55,6,2,3,38,77.55
2026-06-13,NV,2025-2026,7398,5474,73.99,1320,801,60.68,16,20,3,38,74.51
2026-06-13,NY,2025-2026,39736,32694,82.28,4977,3945,79.26,44,22,25,173,84.80
2026-06-13,OH,2025-2026,29272,20986,71.69,4853,3389,69.83,21,9,26,195,90.70
2026-06-13,OK,2025-2026,7912,5573,70.44,1189,818,68.80,10,11,4,85,61.15
2026-06-13,OR,2025-2026,5699,4421,77.58,811,587,72.38,6,3,0,37,59.68
2026-06-13,PA,2025-2026,26871,20837,77.54,3854,2914,75.61,52,142,85,177,82.33
2026-06-13,PR,2025-2026,5463,2876,52.65,409,287,70.17,14,52,14,23,41.82
2026-06-13,Region 1,2025-2026,32947,25528,77.48,3800,2800,73.68,18,8,13,188,88.68
2026-06-13,Region 10,2025-2026,20188,16315,80.82,2869,2024,70.55,11,15,7,176,76.52
2026-06-13,Region 2,2025-2026,65539,49922,76.17,8201,5886,71.77,99,95,54,280,80.92
2026-06-13,Region 3,2025-2026,60443,45791,75.76,8774,6445,73.46,70,182,119,372,82.67
2026-06-13,Region 4,2025-2026,154220,115967,75.20,23520,16826,71.54,286,161,187,918,83.61
2026-06-13,Region 5,2025-2026,111269,82640,74.27,17269,12201,70.65,69,33,74,851,85.79
2026-06-13,Region 6,2025-2026,91542,64747,70.73,15349,10813,70.45,146,117,61,690,70.48
2026-06-13,Region 7,2025-2026,30874,21576,69.88,4530,3189,70.40,13,20,19,346,70.61
2026-06-13,Region 8,2025-2026,26465,16216,61.27,4099,2513,61.31,16,18,21,290,81.01
2026-06-13,Region 9,2025-2026,78656,59524,75.68,13310,8586,64.51,176,155,50,454,78.14
2026-06-13,RI,2025-2026,2144,1778,82.93,253,197,77.87,1,1,1,11,91.67
2026-06-13,SC,2025-2026,11871,8989,75.72,1776,1308,73.65,16,8,9,72,96.00
2026-06-13,SD,2025-2026,2571,1398,54.38,295,157,53.22,0,1,4,47,77.05
2026-06-13,TN,2025-2026,17938,13200,73.59,2936,2018,68.73,23,24,18,122,91.73
2026-06-13,TX,2025-2026,58646,44046,75.10,10570,7673,72.59,97,82,36,380,71.03
2026-06-13,USA,2025-2026,672143,498226,74.13,101721,71283,70.08,904,804,605,4565,79.59
2026-06-13,UT,2025-2026,6144,3987,64.89,1069,766,71.66,6,5,2,51,91.07
2026-06-13,VA,2025-2026,14276,9545,66.86,1994,1290,64.69,12,20,15,82,80.39
2026-06-13,VI,2025-2026,177,84,47.46,25,10,40.00,1,0,0,2,100.00
2026-06-13,VT,2025-2026,852,680,79.81,104,82,78.85,1,0,0,11,73.33
2026-06-13,WA,2025-2026,11448,9636,84.17,1594,1155,72.46,5,11,6,94,96.91
2026-06-13,WI,2025-2026,11086,8416,75.92,1685,1182,70.15,10,0,6,138,93.24
2026-06-13,WV,2025-2026,5155,3927,76.18,744,557,74.87,0,3,10,59,98.33
2026-06-13,WY,2025-2026,1122,430,38.32,121,43,35.54,1,0,1,21,70.00
2026-06-20,AK,2025-2026,874,711,81.35,136,65,47.79,2,3,0,15,62.50
2026-06-20,AL,2025-2026,12436,9486,76.28,2399,1788,74.53,30,23,4,94,94.00
2026-06-20,AR,2025-2026,8371,4651,55.56,1247,828,66.40,3,1,6,62,66.67
2026-06-20,AS,2025-2026,,,,,,,,,,0,0.00
2026-06-20,AZ,2025-2026,14792,10275,69.46,2463,1581,64.19,23,19,6,90,90.91
2026-06-20,CA,2025-2026,58758,45995,78.28,9809,6494,66.20,145,118,25,317,79.45
2026-06-20,CO,2025-2026,12200,7392,60.59,2052,1254,61.11,9,3,3,86,86.00
2026-06-20,CT,2025-2026,7635,5521,72.31,1151,808,70.20,6,2,3,31,96.88
2026-06-20,DC,2025-2026,2707,2201,81.31,551,422,76.59,0,0,1,9,81.82
2026-06-20,DE,2025-2026,2168,1788,82.47,257,212,82.49,0,0,0,10,90.91
2026-06-20,FL,2025-2026,49148,38068,77.46,6575,4669,71.01,138,95,74,227,81.65
2026-06-20,GA,2025-2026,21106,16439,77.89,3517,2486,70.69,19,7,14,122,76.25
2026-06-20,GU,2025-2026,193,150,77.72,18,12,66.67,5,0,0,1,50.00
2026-06-20,HI,2025-2026,2100,1639,78.05,280,213,76.07,3,6,8,19,67.86
2026-06-20,IA,2025-2026,6989,4551,65.12,846,579,68.44,3,2,2,97,78.86
2026-06-20,ID,2025-2026,2764,2038,73.73,382,304,79.58,0,6,1,35,74.47
2026-06-20,IL,2025-2026,25886,18560,71.70,3984,2654,66.62,14,18,15,161,81.31
2026-06-20,IN,2025-2026,16083,11176,69.49,2823,1973,69.89,13,3,6,128,89.51
2026-06-20,KS,2025-2026,6447,4432,68.75,1015,750,73.89,2,1,1,85,58.62
2026-06-20,KY,2025-2026,10704,7494,70.01,1602,1170,73.03,6,3,6,85,75.89
2026-06-20,LA,2025-2026,12538,8073,64.39,1982,1326,66.90,28,18,7,129,78.66
2026-06-20,MA,2025-2026,17476,14399,82.39,1855,1393,75.09,8,0,10,86,95.56
2026-06-20,MD,2025-2026,9683,7681,79.32,1412,1021,72.31,6,9,4,37,72.55
2026-06-20,ME,2025-2026,2905,2375,81.76,404,264,65.35,0,0,3,35,94.59
2026-06-20,MI,2025-2026,19752,15309,77.51,2891,1973,68.25,3,10,4,130,83.33
2026-06-20,MN,2025-2026,10983,8610,78.39,1393,1072,76.96,5,1,9,117,88.64
2026-06-20,MO,2025-2026,12828,9687,75.51,1868,1316,70.45,9,9,2,84,67.74
2026-06-20,MP,2025-2026,,,,,,,,,,0,0.00
2026-06-20,MS,2025-2026,7909,5067,64.07,1205,701,58.17,11,7,4,81,77.14
2026-06-20,MT,2025-2026,2445,1703,69.65,293,189,64.51,0,1,3,43,68.25
2026-06-20,NC,2025-2026,24411,19321,79.15,3690,2857,77.43,52,5,14,125,92.59
2026-06-20,ND,2025-2026,2061,1437,69.72,317,183,57.73,1,3,3,41,85.42
2026-06-20,NE,2025-2026,5027,3081,61.29,850,554,65.18,1,7,1,81,82.65
2026-06-20,NH,2025-2026,2689,2093,77.84,316,251,79.43,1,0,0,24,92.31
2026-06-20,NJ,2025-2026,19724,13979,70.87,2736,1663,60.78,18,16,12,81,95.29
2026-06-20,NM,2025-2026,3199,2204,68.90,411,244,59.37,4,1,0,36,73.47
2026-06-20,NV,2025-2026,6467,4974,76.91,1258,786,62.48,10,11,0,35,68.63
2026-06-20,NY,2025-2026,39914,32727,81.99,4967,3880,78.12,42,17,18,169,82.84
2026-06-20,OH,2025-2026,29451,21056,71.50,4841,3350,69.20,9,11,24,193,89.77
2026-06-20,OK,2025-2026,7938,5561,70.06,1177,826,70.18,8,3,1,90,64.75
2026-06-20,OR,2025-2026,5202,3892,74.82,666,458,68.77,7,6,2,37,59.68
2026-06-20,PA,2025-2026,28761,22028,76.59,4093,2974,72.66,40,142,75,187,86.98
2026-06-20,PR,2025-2026,5497,2952,53.70,390,289,74.10,15,24,18,26,47.27
2026-06-20,Region 1,2025-2026,33490,26681,79.67,4059,2967,73.10,21,2,17,199,93.87
2026-06-20,Region 10,2025-2026,20385,15996,78.47,2800,1968,70.29,15,30,8,180,78.26
2026-06-20,Region 2,2025-2026,65257,49719,76.19,8106,5839,72.03,75,57,48,277,80.06
2026-06-20,Region 3,2025-2026,60624,45799,75.55,8730,6278,71.91,63,158,91,373,82.89
2026-06-20,Region 4,2025-2026,154876,117655,75.97,23735,16994,71.60,289,166,133,922,83.97
2026-06-20,Region 5,2025-2026,112078,82163,73.31,17353,12043,69.40,45,43,61,857,86.39
2026-06-20,Region 6,2025-2026,88708,62898,70.90,15313,10738,70.12,113,90,53,682,69.59
2026-06-20,Region 7,2025-2026,31291,21751,69.51,4579,3199,69.86,15,19,6,347,70.82
2026-06-20,Region 8,2025-2026,26825,16557,61.72,4159,2641,63.50,16,14,12,288,80.45
2026-06-20,Region 9,2025-2026,82310,63033,76.58,13828,9086,65.71,186,154,39,462,79.52
2026-06-20,RI,2025-2026,1933,1669,86.34,246,187,76.02,3,0,1,10,83.33
2026-06-20,SC,2025-2026,10457,8042,76.91,1572,1149,73.09,12,3,8,64,85.33
2026-06-20,SD,2025-2026,2788,1597,57.28,290,167,57.59,0,1,2,44,72.13
2026-06-20,TN,2025-2026,18705,13738,73.45,3175,2174,68.47,21,23,9,124,93.23
2026-06-20,TX,2025-2026,56662,42409,74.85,10496,7514,71.59,70,67,39,365,68.22
2026-06-20,USA,2025-2026,675844,502252,74.31,102662,71753,69.89,838,733,468,4587,79.95
2026-06-20,UT,2025-2026,6152,3986,64.79,1078,806,74.77,5,5,1,51,91.07
2026-06-20,VA,2025-2026,12034,8021,66.65,1656,1080,65.22,17,5,9,70,68.63
2026-06-20,VI,2025-2026,122,61,50.00,13,7,53.85,0,0,0,1,50.00
2026-06-20,VT,2025-2026,852,624,73.24,87,64,73.56,3,0,0,13,86.67
2026-06-20,WA,2025-2026,11545,9355,81.03,1616,1141,70.61,6,15,5,93,95.88
2026-06-20,WI,2025-2026,9923,7452,75.10,1421,1021,71.85,1,0,3,128,86.49
2026-06-20,WV,2025-2026,5271,4080,77.40,761,569,74.77,0,2,2,60,100.00
2026-06-20,WY,2025-2026,1179,442,37.49,129,42,32.56,1,1,0,23,76.67
2026-06-27,AK,2025-2026,1209,975,80.65,190,82,43.16,2,6,2,18,75.00
2026-06-27,AL,2025-2026,12382,9328,75.34,2391,1782,74.53,32,27,10,93,93.00
2026-06-27,AR,2025-2026,7664,3998,52.17,1098,746,67.94,5,4,7,58,62.37
2026-06-27,AS,2025-2026,,,,,,,,,,0,0.00
2026-06-27,AZ,2025-2026,14654,9989,68.17,2413,1491,61.79,18,14,2,88,88.89
2026-06-27,CA,2025-2026,55745,42466,76.18,9257,5999,64.81,119,91,12,312,78.20
2026-06-27,CO,2025-2026,12166,7402,60.84,2057,1240,60.28,8,5,3,83,83.00
2026-06-27,CT,2025-2026,7238,5123,70.78,1066,744,69.79,5,3,3,28,87.50
2026-06-27,DC,2025-2026,2366,1904,80.47,495,379,76.57,1,3,0,8,72.73
2026-06-27,DE,2025-2026,1931,1634,84.62,187,157,83.96,1,0,0,9,81.82
2026-06-27,FL,2025-2026,50426,38685,76.72,6781,4807,70.89,175,105,59,232,83.45
2026-06-27,GA,2025-2026,21237,16354,77.01,3512,2547,72.52,24,10,13,124,77.50
2026-06-27,GU,2025-2026,184,143,77.72,18,8,44.44,1,0,0,1,50.00
2026-06-27,HI,2025-2026,1995,1501,75.24,260,198,76.15,5,5,7,21,75.00
2026-06-27,IA,2025-2026,6377,4153,65.12,713,467,65.50,3,2,1,95,77.24
2026-06-27,ID,2025-2026,2665,2007,75.31,382,303,79.32,3,2,0,30,63.83
2026-06-27,IL,2025-2026,24982,17787,71.20,3722,2454,65.93,9,6,8,159,80.30
2026-06-27,IN,2025-2026,15517,10707,69.00,2713,1873,69.04,9,7,4,127,88.81
2026-06-27,KS,2025-2026,6412,4422,68.96,1001,717,71.63,8,1,1,87,60.00
2026-06-27,KY,2025-2026,12269,8427,68.69,2366,1653,69.86,7,8,3,90,80.36
2026-06-27,LA,2025-2026,12805,8313,64.92,2025,1320,65.19,29,24,10,129,78.66
2026-06-27,MA,2025-2026,17511,14383,82.14,1864,1442,77.36,5,4,4,87,96.67
2026-06-27,MD,2025-2026,9740,7663,78.68,1409,1003,71.19,11,5,1,38,74.51
2026-06-27,ME,2025-2026,2603,2157,82.87,365,222,60.82,0,0,2,32,86.49
2026-06-27,MI,2025-2026,20840,16350,78.45,3096,2255,72.84,8,6,11,137,88.39
2026-06-27,MN,2025-2026,10882,8539,78.47,1382,1057,76.48,8,3,5,117,88.64
2026-06-27,MO,2025-2026,13384,10170,75.99,1968,1401,71.19,3,10,3,91,73.39
2026-06-27,MP,2025-2026,86,47,54.65,5,1,20.00,7,0,0,1,100.00
2026-06-27,MS,2025-2026,7741,5052,65.26,1182,688,58.21,7,4,3,77,73.33
2026-06-27,MT,2025-2026,2567,1684,65.60,270,163,60.37,9,1,0,52,82.54
2026-06-27,NC,2025-2026,23025,17819,77.39,3400,2487,73.15,42,5,8,123,91.11
2026-06-27,ND,2025-2026,2043,1490,72.93,323,194,60.06,2,3,2,41,85.42
2026-06-27,NE,2025-2026,5200,3221,61.94,854,572,66.98,1,8,3,83,84.69
2026-06-27,NH,2025-2026,2399,1840,76.70,243,189,77.78,6,0,1,24,92.31
2026-06-27,NJ,2025-2026,20138,14113,70.08,2787,1663,59.67,28,13,8,82,96.47
2026-06-27,NM,2025-2026,4753,2586,54.41,486,288,59.26,1,0,1,40,81.63
2026-06-27,NV,2025-2026,6141,4795,78.08,1127,680,60.34,5,10,1,41,78.85
2026-06-27,NY,2025-2026,41524,34162,82.27,5209,4090,78.52,23,20,17,173,84.80
2026-06-27,OH,2025-2026,29668,20787,70.07,4845,3388,69.93,18,5,9,193,89.77
2026-06-27,OK,2025-2026,7654,5358,70.00,1138,806,70.83,13,6,2,90,64.75
2026-06-27,OR,2025-2026,5557,4189,75.38,880,558,63.41,8,1,5,39,62.90
2026-06-27,PA,2025-2026,25831,19200,74.33,3698,2635,71.25,28,138,59,182,82.73
2026-06-27,PR,2025-2026,4411,2334,52.91,357,230,64.43,21,19,8,20,36.36
2026-06-27,Region 1,2025-2026,32263,25591,79.32,3866,2863,74.06,20,7,11,194,91.51
2026-06-27,Region 10,2025-2026,21091,17026,80.73,3050,2102,68.92,22,20,8,180,78.26
2026-06-27,Region 2,2025-2026,66195,50681,76.56,8366,5988,71.58,72,52,33,276,79.77
2026-06-27,Region 3,2025-2026,59815,44065,73.67,8644,6078,70.31,55,159,69,381,83.74
2026-06-27,Region 4,2025-2026,157059,118066,75.17,24438,17382,71.13,311,181,111,932,84.88
2026-06-27,Region 5,2025-2026,112771,82218,72.91,17434,12241,70.21,58,30,40,870,87.79
2026-06-27,Region 6,2025-2026,91564,64718,70.68,15527,11006,70.88,134,107,50,722,72.42
2026-06-27,Region 7,2025-2026,31373,21966,70.02,4536,3157,69.60,15,21,8,356,72.65
2026-06-27,Region 8,2025-2026,26911,16647,61.86,4136,2552,61.70,25,12,6,295,82.40
2026-06-27,Region 9,2025-2026,78805,58941,74.79,13080,8377,64.04,155,120,22,464,79.73
2026-06-27,RI,2025-2026,1716,1462,85.20,235,188,80.00,4,0,1,10,83.33
2026-06-27,SC,2025-2026,11329,8732,77.08,1686,1233,73.13,10,5,4,69,92.00
2026-06-27,SD,2025-2026,2802,1653,58.99,279,155,55.56,0,1,1,45,73.77
2026-06-27,TN,2025-2026,18650,13669,73.29,3120,2185,70.03,14,17,11,124,93.23
2026-06-27,TX,2025-2026,58688,44463,75.76,10780,7846,72.78,86,73,30,405,73.37
2026-06-27,USA,2025-2026,677847,499919,73.75,103077,71746,69.60,867,709,358,4670,81.09
2026-06-27,UT,2025-2026,6158,3965,64.39,1078,751,69.67,4,1,0,51,91.07
2026-06-27,VA,2025-2026,14837,9728,65.57,2117,1341,63.34,12,11,7,85,83.33
2026-06-27,VI,2025-2026,122,72,59.02,13,5,38.46,0,0,0,1,50.00
2026-06-27,VT,2025-2026,796,626,78.64,93,78,83.87,0,0,0,13,86.67
2026-06-27,WA,2025-2026,11660,9855,84.52,1598,1159,72.53,9,11,1,93,95.88
2026-06-27,WI,2025-2026,10882,8048,73.96,1676,1214,72.43,6,3,3,137,92.57
2026-06-27,WV,2025-2026,5110,3936,77.03,738,563,76.29,2,2,2,59,98.33
2026-06-27,WY,2025-2026,1175,453,38.55,129,49,37.98,2,1,0,23,76.67
2026-07-04,AK,2025-2026,942,739,78.45,142,68,47.89,1,7,1,16,66.67
2026-07-04,AL,2025-2026,12383,9289,75.01,2402,1777,73.98,33,10,7,93,93.00
2026-07-04,AR,2025-2026,8219,4374,53.22,1211,799,65.98,1,0,4,61,65.59
2026-07-04,AS,2025-2026,,,,,,,,,,0,0.00
2026-07-04,AZ,2025-2026,14776,9765,66.09,2421,1501,62.00,14,17,4,90,90.91
2026-07-04,CA,2025-2026,57205,43766,76.51,9594,6320,65.87,152,102,19,308,77.19
2026-07-04,CO,2025-2026,10537,6408,60.81,1683,979,58.17,3,4,2,81,81.00
2026-07-04,CT,2025-2026,7380,5088,68.94,1096,737,67.24,6,1,2,30,93.75
2026-07-04,DC,2025-2026,2839,2121,74.71,580,399,68.79,1,3,0,10,90.91
2026-07-04,DE,2025-2026,2344,1894,80.80,278,234,84.17,2,4,2,11,100.00
2026-07-04,FL,2025-2026,46999,36100,76.81,6692,4734,70.74,174,96,60,215,77.34
2026-07-04,GA,2025-2026,21192,16416,77.46,3532,2499,70.75,24,15,12,122,76.25
2026-07-04,GU,2025-2026,182,127,69.78,18,13,72.22,1,0,0,1,50.00
2026-07-04,HI,2025-2026,2052,1549,75.49,281,192,68.33,7,11,9,18,64.29
2026-07-04,IA,2025-2026,6678,4431,66.35,822,557,67.76,4,2,0,92,74.80
2026-07-04,ID,2025-2026,1763,1324,75.10,269,203,75.46,3,4,1,25,53.19
2026-07-04,IL,2025-2026,24732,18004,72.80,3752,2544,67.80,13,15,5,152,76.77
2026-07-04,IN,2025-2026,15590,10726,68.80,2752,1923,69.88,7,10,4,129,90.21
2026-07-04,KS,2025-2026,6208,4366,70.33,1004,748,74.50,3,3,1,82,56.55
2026-07-04,KY,2025-2026,11539,7933,68.75,2299,1607,69.90,5,7,10,90,80.36
2026-07-04,LA,2025-2026,12520,7999,63.89,1957,1242,63.46,35,16,10,127,77.44
2026-07-04,MA,2025-2026,16946,13861,81.80,1778,1339,75.31,4,2,8,87,96.67
2026-07-04,MD,2025-2026,9629,7688,79.84,1406,1041,74.04,12,7,3,38,74.51
2026-07-04,ME,2025-2026,2892,2431,84.06,404,250,61.88,0,1,1,34,91.89
2026-07-04,MI,2025-2026,19784,15346,77.57,2945,2106,71.51,10,6,6,132,85.16
2026-07-04,MN,2025-2026,10902,8530,78.24,1395,1086,77.85,4,3,5,116,87.88
2026-07-04,MO,2025-2026,13272,9938,74.88,1917,1324,69.07,10,13,6,90,72.58
2026-07-04,MP,2025-2026,,,,,,,,,,0,0.00
2026-07-04,MS,2025-2026,7981,5047,63.24,1232,736,59.74,13,9,2,84,80.00
2026-07-04,MT,2025-2026,2497,1629,65.24,266,164,61.65,3,1,0,48,76.19
2026-07-04,NC,2025-2026,24790,19067,76.91,3728,2894,77.63,42,8,16,127,94.07
2026-07-04,ND,2025-2026,2061,1439,69.82,324,208,64.20,0,4,0,42,85.71
2026-07-04,NE,2025-2026,4875,3108,63.75,803,531,66.13,4,1,2,76,77.55
2026-07-04,NH,2025-2026,2507,1929,76.94,298,225,75.50,1,1,0,23,88.46
2026-07-04,NJ,2025-2026,19484,13474,69.15,2672,1587,59.39,39,21,16,81,95.29
2026-07-04,NM,2025-2026,4266,2316,54.29,436,235,53.90,4,3,1,38,77.55
2026-07-04,NV,2025-2026,7010,5332,76.06,1283,794,61.89,10,6,1,39,75.00
2026-07-04,NY,2025-2026,39673,32532,82.00,5101,4004,78.49,59,14,18,166,81.37
2026-07-04,OH,2025-2026,28447,20040,70.45,4707,3261,69.28,12,5,5,190,88.37
2026-07-04,OK,2025-2026,7805,5386,69.01,1162,792,68.16,7,9,4,91,65.47
2026-07-04,OR,2025-2026,5745,4364,75.96,852,606,71.13,8,0,2,45,72.58
2026-07-04,PA,2025-2026,29478,22008,74.66,4148,2931,70.66,44,129,63,188,85.45
2026-07-04,PR,2025-2026,5910,2770,46.87,447,276,61.74,11,18,6,26,47.27
2026-07-04,Region 1,2025-2026,32656,25693,78.68,3923,2831,72.16,11,5,11,199,93.87
2026-07-04,Region 10,2025-2026,19496,15860,81.35,2840,2010,70.77,24,24,6,181,78.70
2026-07-04,Region 2,2025-2026,65189,48837,74.92,8233,5871,71.31,109,53,40,274,79.19
2026-07-04,Region 3,2025-2026,64567,47718,73.90,9312,6545,70.29,71,155,82,393,86.37
2026-07-04,Region 4,2025-2026,154360,115518,74.84,24628,17574,71.36,317,168,119,927,84.43
2026-07-04,Region 5,2025-2026,110952,81170,73.16,17356,12175,70.15,50,42,28,863,87.08
2026-07-04,Region 6,2025-2026,88774,61712,69.52,15000,10427,69.51,167,104,43,683,68.51
2026-07-04,Region 7,2025-2026,31033,21843,70.39,4546,3160,69.51,21,19,9,340,69.39
2026-07-04,Region 8,2025-2026,25273,15492,61.30,3772,2300,60.98,10,11,8,294,81.89
2026-07-04,Region 9,2025-2026,81225,60539,74.53,13597,8820,64.87,184,136,33,456,78.35
2026-07-04,RI,2025-2026,1940,1656,85.36,242,196,80.99,0,0,0,10,83.33
2026-07-04,SC,2025-2026,10968,8180,74.58,1653,1169,70.72,6,5,4,70,93.33
2026-07-04,SD,2025-2026,2844,1649,57.98,297,141,47.47,0,1,2,50,81.97
2026-07-04,TN,2025-2026,18508,13486,72.87,3090,2158,69.84,20,18,8,126,94.74
2026-07-04,TX,2025-2026,55964,41637,74.40,10234,7359,71.91,120,76,24,366,66.30
2026-07-04,USA,2025-2026,673525,494382,73.40,103207,71713,69.48,964,717,379,4610,80.03
2026-07-04,UT,2025-2026,6203,3947,63.63,1083,778,71.84,1,0,2,52,92.86
2026-07-04,VA,2025-2026,15047,9973,66.28,2151,1377,64.02,11,11,7,86,84.31
2026-07-04,VI,2025-2026,122,61,50.00,13,4,30.77,0,0,0,1,50.00
2026-07-04,VT,2025-2026,991,728,73.46,105,84,80.00,0,0,0,15,100.00
2026-07-04,WA,2025-2026,11046,9433,85.40,1577,1133,71.85,12,13,2,95,97.94
2026-07-04,WI,2025-2026,11497,8524,74.14,1805,1255,69.53,4,3,3,144,97.30
2026-07-04,WV,2025-2026,5230,4034,77.13,749,563,75.17,1,1,7,60,100.00
2026-07-04,WY,2025-2026,1131,420,37.14,119,30,25.21,3,1,2,21,70.00
2026-07-11,AK,2025-2026,1212,995,82.10,190,85,44.74,1,4,2,18,75.00
2026-07-11,AL,2025-2026,12301,9541,77.56,2372,1817,76.60,32,7,13,93,93.00
2026-07-11,AR,2025-2026,7331,4054,55.30,1074,737,68.62,7,3,3,53,56.99
2026-07-11,AS,2025-2026,,,,,,,,,,0,0.00
2026-07-11,AZ,2025-2026,13333,8248,61.86,2062,1257,60.96,20,17,2,84,84.85
2026-07-11,CA,2025-2026,48101,37449,77.85,8047,5479,68.09,168,92,9,255,63.91
2026-07-11,CO,2025-2026,12010,7259,60.44,2051,1199,58.46,15,4,2,80,80.00
2026-07-11,CT,2025-2026,7533,5526,73.36,1133,785,69.29,4,1,0,30,93.75
2026-07-11,DC,2025-2026,1747,1353,77.45,359,264,73.54,2,2,0,6,54.55
2026-07-11,DE,2025-2026,2304,1936,84.03,270,235,87.04,0,0,0,10,90.91
2026-07-11,FL,2025-2026,49622,37732,76.04,6671,4744,71.11,206,117,66,225,80.36
2026-07-11,GA,2025-2026,20472,16074,78.52,3393,2520,74.27,24,11,13,117,73.13
2026-07-11,GU,2025-2026,190,138,72.63,20,18,90.00,3,0,0,1,50.00
2026-07-11,HI,2025-2026,1956,1521,77.76,257,182,70.82,6,7,3,20,71.43
2026-07-11,IA,2025-2026,6080,4067,66.89,674,455,67.51,4,2,0,87,70.73
2026-07-11,ID,2025-2026,1761,1228,69.73,267,196,73.41,4,4,0,24,51.06
2026-07-11,IL,2025-2026,24240,17628,72.72,3608,2489,68.99,24,8,5,147,74.24
2026-07-11,IN,2025-2026,14824,10404,70.18,2571,1802,70.09,12,5,2,124,86.71
2026-07-11,KS,2025-2026,6222,4266,68.56,992,728,73.39,8,3,3,81,55.86
2026-07-11,KY,2025-2026,9103,6500,71.41,1339,1023,76.40,8,9,4,75,66.96
2026-07-11,LA,2025-2026,12898,8319,64.50,1989,1284,64.56,37,18,3,129,78.66
2026-07-11,MA,2025-2026,16448,13352,81.18,1733,1299,74.96,9,2,3,82,91.11
2026-07-11,MD,2025-2026,8828,6977,79.03,1242,889,71.58,3,3,1,34,66.67
2026-07-11,ME,2025-2026,2890,2419,83.70,394,263,66.75,1,0,1,34,91.89
2026-07-11,MI,2025-2026,19820,15790,79.67,2880,2097,72.81,12,3,7,124,80.00
2026-07-11,MN,2025-2026,10671,8405,78.76,1365,1063,77.88,4,4,4,110,83.33
2026-07-11,MO,2025-2026,12738,9833,77.19,1835,1299,70.79,10,11,1,83,66.94
2026-07-11,MP,2025-2026,,,,,,,,,,0,0.00
2026-07-11,MS,2025-2026,7373,4794,65.02,1168,675,57.79,8,5,1,75,71.43
